ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Text_ID,Sentence_Number,Language_ID,OTC_ID,LGR_Conformance,Abbreviations
jama1261a-01-03-11,itefebone titefebone kawiti faro,ti-tefe-bone	ti-tefe-bone	ka-iti	faaro,2SG.POSS-comida-INT.F	2SG.POSS-comida-INT.F	COMIT-sentar.NOM.F	aquele.F,{``}A sua comida está aqui no chão.'',01-03,11,jama1261,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessivo/possuidor"", ""INT"": """", ""COMIT"": ""comitativo"", ""NOM"": ""ora\u00e7\u00e3o nominalizada""}"
jama1261a-01-03-12,ama tekitihi,yama	ti-ka-iti-hi,coisa(F)	2SG.S-COMIT-pegar-IMP.F,{``}Pegue.'',01-03,12,jama1261,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""COMIT"": ""comitativo"", ""IMP"": ""imperativo""}"
jama1261a-01-03-13,ama soki ya titafibeya hinakaki aati toemetemoneni,yama	soki	ya	ti-tafa-be-ya	hinakaki	a-ati	to-ha-hemete-mone-ni,coisa(F)	ser_escuro.NOM	ADJU	2SG.S-comer-IMED.F-agora	3POSS{.SG}.avó(F)	DUP-dizer	INC-AUX-PD.N.F-REP.F-ALT.F,"{``}Come no escuro,'' a avó disse.",01-03,13,jama1261,jama1261a,WORD_ALIGNED,"{""NOM"": ""ora\u00e7\u00e3o nominalizada"", ""ADJU"": ""adjunto"", ""SG"": ""singular"", ""IMED"": ""imediato"", ""POSS"": ""possessivo/possuidor"", ""DUP"": ""reduplica\u00e7\u00e3o"", ""INC"": ""incoativo"", ""AUX"": ""auxiliar"", ""PD"": ""passado distante"", ""REP"": ""reportativo"", ""ALT"": ""modo alternativo""}"
jama1261a-01-03-14,aya hinakaki warabo nima hine yama hiri ni ya tafarari yama soki ya tafahari,faya	hinakaki	warabo	nima	hi-ne	yama	hiri	ni	ya	tafa-ra-haari	yama	soki	ya	tafa-haari,então	3POSS.{SG}.avó(F)	ouvido.M	comunicar_a	OC-AUX.M	coisa(F)	pegar_fogo	AUX.NFIN	ADJU	comer-NEG-PI.T.M	coisa(F)	ser_escuro.NOM	ADJU	comer-PI.T.M,"A avó dele falou com ele. Ele não comeu à luz de uma tocha, ele comeu no escuro.",01-03,14,jama1261,jama1261a,WORD_ALIGNED,"{""POSS"": ""possessivo/possuidor"", ""SG"": ""singular"", ""OC"": ""constru\u00e7\u00e3o `O'"", ""AUX"": ""auxiliar"", ""NFIN"": ""ora\u00e7\u00e3o n\u00e3o finita"", ""ADJU"": ""adjunto"", ""NEG"": ""negativo"", ""PI"": ""passado imediato"", ""NOM"": ""ora\u00e7\u00e3o nominalizada""}"
jama1261a-01-03-15,"a, fa fawebona fa ha ne, hinaka fabone hinakaki hekama hikawata nokobi ya",faha	faha	fawa-hibona	faha	haa	ne	hinaka	faha-bone	hinakaki	hi-ka-ka-ma	hi-ka-wata	nokobi	ya,água(F)	água(F)	beber-INT.M	água(F)	chamar	AUX.M	3SG.POSS	água(F)-INT.F	3POSS{.SG}.avó(F)	OC-COMIT-vir-de_volta.F	OC-COMIT-estar_localizado.LIST	porta(F)	ADJU,"Ele chamou para trazerem água para ele beber, e a avó trouxe água e deixou perto da porta. Ele pegou atrás dele, para beber.",01-03,15,jama1261,jama1261a,WORD_ALIGNED,"{""INT"": """", ""AUX"": ""auxiliar"", ""SG"": ""singular"", ""POSS"": ""possessivo/possuidor"", ""OC"": ""constru\u00e7\u00e3o `O'"", ""COMIT"": ""comitativo"", ""LIST"": ""constru\u00e7\u00e3o de lista"", ""ADJU"": ""adjunto""}"
jama1261a-01-03-16,"ari ka ya fa kakiti ahi, fa fawebana",bari	ka	ya	faha	ka-iti	ahi	faha	fawa-hibana,costas	LOC	ADJU	água(F)	COMIT-pegar.NOM	então	água(F)	beber-FUT.M,"Ele pegou a água atrás dele, para beber.",01-03,16,jama1261,jama1261a,WORD_ALIGNED,"{""LOC"": ""locativo"", ""ADJU"": ""adjunto"", ""COMIT"": ""comitativo"", ""NOM"": ""ora\u00e7\u00e3o nominalizada"", ""FUT"": ""futuro""}"
jama1261a-01-03-17,"e soko nawaha, Bai wawato toematamona amane me fanawiteba kanawanahari",yehe	soko	na-waha	Bahi	wa-wato	to-ha-himata-mona	ama-ne	me	fanawi-tee-ba	kanawana-haari,mão	lavar	AUX-mudança.LIST	Bahi(M)	DUP-saber	INC-AUX-PD.N.M-REP.M	SEC-ALT.M	3PL.O	mulher-HAB-FUT	ensinar-PI.T.M,Ele lavou as mãos. Bahi tinha medo de olhar os pessoas. Ele estava ensinando as moças.,01-03,17,jama1261,jama1261a,WORD_ALIGNED,"{""AUX"": ""auxiliar"", ""LIST"": ""constru\u00e7\u00e3o de lista"", ""DUP"": ""reduplica\u00e7\u00e3o"", ""INC"": ""incoativo"", ""PD"": ""passado distante"", ""REP"": ""reportativo"", ""SEC"": ""verbo secund\u00e1rio"", ""ALT"": ""modo alternativo"", ""PL"": ""plural"", ""HAB"": ""habitual"", ""FUT"": ""futuro"", ""PI"": ""passado imediato""}"
jama1261a-01-03-18,e te awateriya,me	tee	awa-tee-ra-yahi,3PL.O	2PL.S	ver-HAB-NEG-IMP.DIST.F,{``}Não olhem as pessoas.'',01-03,18,jama1261,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""HAB"": ""habitual"", ""NEG"": ""negativo"", ""IMP"": ""imperativo"", ""DIST"": ""distante""}"
jama1261a-01-03-19,ama hiri ona te hiri tiyahi ati nematamonaka,yama	hiri	o-na	tee	hiri	tee-yahi	ati	na-himata-mona-ka,coisa(F)	fazer	1SG.S-dizer.F	2PL.S	fazer	HAB-IMP.DIST.F	dizer	AUX-PD.N.M-REP.M-DECL.M,"{``}Vocês devem fazer o que estou fazendo no futuro, ele disse.''",01-03,19,jama1261,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""PL"": ""plural"", ""HAB"": ""habitual"", ""IMP"": ""imperativo"", ""DIST"": ""distante"", ""AUX"": ""auxiliar"", ""PD"": ""passado distante"", ""REP"": ""reportativo"", ""DECL"": ""declarativo""}"
jama1261a-01-03-20,"e ka abi me te awarihi, te ka ami me te awarihi, tiyahi te ka ayo mati",tee	ka	abi	me	tee	awa-rihi	tee	ka	ami	me	tee	awa-rihi	tee-yahi	tee	ka	ayo	mati,2PL	POSS	pai(M)	3PL.O	2PL.S	ver-NEG.LIST	2PL	POSS	mãe(F)	3PL.O	2PL.S	ver-NEG.LIST	HAB-IMP.DIST.F	2PL	POSS	irmão_mais_velho(M)	3PL,"{``}Vocês não devem olhar o seu pai, a sua mãe, nem os seus irmãos mais velhos.''",01-03,20,jama1261,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""POSS"": ""possessivo/possuidor"", ""NEG"": ""negativo"", ""LIST"": ""constru\u00e7\u00e3o de lista"", ""HAB"": ""habitual"", ""IMP"": ""imperativo"", ""DIST"": ""distante""}"
jama1261a-01-03-21,e te awateriya,me	tee	awa-tee-ra-yahi,3PL.O	2PL.S	ver-HAB-NEG-IMP.DIST.F,{``}Não os olhem.'',01-03,21,jama1261,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""HAB"": ""habitual"", ""NEG"": ""negativo"", ""IMP"": ""imperativo"", ""DIST"": ""distante""}"
jama1261a-01-03-22,"e noko amari ene te ka ayo me tohateriya ati nematamonahane, aati toematamonaka",tee	noko	ama-ri	ehene	tee	ka	ayo	me	to-ha-tee-ra-yahi	ati	na-himata-mona-ha-ne	a-ati	to-ha-himata-mona-ka,2PL.POSS	olho	ter_sangue-PN	vítima_de	2PL	POSS	irmão_mais_velho(M)	3PL.S	INC-ser-HAB-NEG-IMP.DIST.F	dizer	AUX-PD.N.M-REP.M-DUP-ALT.M	DUP-dizer	INC-AUX-PD.N.M-REP.M-DECL.M,"{``}Não deixem os seus irmãos mais velhos ficarem doentes por causa do sangue nos olhos de vocês,'' ele disse.",01-03,22,jama1261,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""POSS"": ""possessivo/possuidor"", ""PN"": """", ""INC"": ""incoativo"", ""HAB"": ""habitual"", ""NEG"": ""negativo"", ""IMP"": ""imperativo"", ""DIST"": ""distante"", ""AUX"": ""auxiliar"", ""PD"": ""passado distante"", ""REP"": ""reportativo"", ""DUP"": ""reduplica\u00e7\u00e3o"", ""ALT"": ""modo alternativo"", ""DECL"": ""declarativo""}"
jama1261a-01-03-23,amata yamata e awarihi e tafaharo,yamata	yamata	ee	awa-rihi	ee	tafa-haaro,comida(F)	comida(F)	1IN.S	ver-NEG.LIST	1IN.S	comer-PI.T.F,{``}Também não devemos olhar a comida quando comemos.'',01-03,23,jama1261,jama1261a,WORD_ALIGNED,"{""IN"": ""inclusiva"", ""NEG"": ""negativo"", ""LIST"": ""constru\u00e7\u00e3o de lista"", ""PI"": ""passado imediato""}"
jama1261a-01-03-24,ina hisi rihi,sina	hisi	rihi,rapé(F)	cheirar	NEG.LIST,{``}Também não devemos cheirar rapé.'',01-03,24,jama1261,jama1261a,WORD_ALIGNED,"{""NEG"": ""negativo"", ""LIST"": ""constru\u00e7\u00e3o de lista""}"
jama1261a-01-03-25,are home ya hohoma toematamonane,fare	home	ya	ho-homa	to-ha-himata-mona-ne,mesmo.M	deitar_na_terra.NOM.M	ADJU	DUP-deitar_na_terra	INC-AUX-PD.N.M-REP.M-ALT.M,Ele ficou deitado no mesmo lugar.,01-03,25,jama1261,jama1261a,WORD_ALIGNED,"{""NOM"": ""ora\u00e7\u00e3o nominalizada"", ""ADJU"": ""adjunto"", ""DUP"": ""reduplica\u00e7\u00e3o"", ""INC"": ""incoativo"", ""AUX"": ""auxiliar"", ""PD"": ""passado distante"", ""REP"": ""reportativo"", ""ALT"": ""modo alternativo""}"
jama1261a-01-03-26,are home ya hohoma toematamonaka,fare	home	ya	ho-homa	to-ha-himata-mona-ka,mesmo.M	deitar_na_terra.NOM.M	ADJU	DUP-deitar_na_terra	INC-AUX-PD.N.M-REP.M-DECL.M,Ele ficou deitado no mesmo lugar.,01-03,26,jama1261,jama1261a,WORD_ALIGNED,"{""NOM"": ""ora\u00e7\u00e3o nominalizada"", ""ADJU"": ""adjunto"", ""DUP"": ""reduplica\u00e7\u00e3o"", ""INC"": ""incoativo"", ""AUX"": ""auxiliar"", ""PD"": ""passado distante"", ""REP"": ""reportativo"", ""DECL"": ""declarativo""}"
jama1261a-01-03-27,"afi na toarematamonane, afi nawebanoho",a-afi	na	to-ha-ra-himata-mona-ne	afi	na-waha-hiba-no-ho,DUP-tomar_banho.LIST	AUX	INC-AUX-NEG-PD.N.M-REP.M-ALT.M	tomar_banho	AUX-mudança-FUT.M-PI.N.M-DUP,Ele não tomava banho enquanto estava em reclusão. Finalmente ele tomou banho.,01-03,27,jama1261,jama1261a,WORD_ALIGNED,"{""DUP"": ""reduplica\u00e7\u00e3o"", ""LIST"": ""constru\u00e7\u00e3o de lista"", ""AUX"": ""auxiliar"", ""INC"": ""incoativo"", ""NEG"": ""negativo"", ""PD"": ""passado distante"", ""REP"": ""reportativo"", ""ALT"": ""modo alternativo"", ""FUT"": ""futuro"", ""PI"": ""passado imediato""}"
jama1261a-01-03-28,awa toe yokana ya wamisamakane ahi,hawa	to-he	yokana	ya	waa-misa-ma-kane	ahi,estar_terminado	INC-AUX.NOM.M	de_verdade	ADJU	estar_em_pé-para_cima-de_volta-(?).M	então,"Quando ele terminou de menstruar, ele levantou e se enfeitou.'\footnote{-\textit{kani}/-\textit{kane} é um sufixo arcaico de modo (\cite[42-43.]{Vogel:2022du}). Tanto Yowao como Siko o usam nas histórias tradicionais, mas ele não é usado pelos jarawaras mais jovens.",01-03,28,jama1261,jama1261a,WORD_ALIGNED,"{""INC"": ""incoativo"", ""AUX"": ""auxiliar"", ""NOM"": ""ora\u00e7\u00e3o nominalizada"", ""ADJU"": ""adjunto""}"
jama1261a-01-03-29,"aya hiwa nanahato toematamonaka fahi, fara meteba mera kanawanari",faya	hiwa	na-na-ato	to-ha-himata-mona-ka	fahi	fara	me-tee-ba	mera	kanawana-haari,então	3SG.REFL.M	DUP-CAUS-estar_enfeitado	INC-AUX-PD.N.M-REP.M-DECL.M	então	mesmo.F	3PL-HAB-FUT	3PL.O	ensinar-PI.T.M,"Ele se enfeitou, ensinando os outros.'",01-03,29,jama1261,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""REFL"": ""reflexivo"", ""DUP"": ""reduplica\u00e7\u00e3o"", ""CAUS"": ""causativo"", ""INC"": ""incoativo"", ""AUX"": ""auxiliar"", ""PD"": ""passado distante"", ""REP"": ""reportativo"", ""DECL"": ""declarativo"", ""PL"": ""plural"", ""HAB"": ""habitual"", ""FUT"": ""futuro"", ""PI"": ""passado imediato""}"
jama1261a-01-03-30,ai Bahi Bahi e kosi na,Bahi	Bahi	Bahi	ee	kosi	na,Bahi(M)	Bahi(M)	Bahi(M)	1IN.S	chibatear	AUX,{``}Vamos bater no Bahi com varinhas.'',01-03,30,jama1261,jama1261a,WORD_ALIGNED,"{""IN"": ""inclusiva"", ""AUX"": ""auxiliar""}"
jama1261a-01-03-31,ai e kosi nahi,Bahi	ee	kosi	na-hi,Bahi(M)	1IN.S	chibatear	AUX-IMP.F,{``}Vamos bater no Bahi.'',01-03,31,jama1261,jama1261a,WORD_ALIGNED,"{""IN"": ""inclusiva"", ""AUX"": ""auxiliar"", ""IMP"": ""imperativo""}"
jama1261a-01-03-32,wa te kosi nahi,owa	tee	kosi	na-hi,1SG.O	2PL.S	chibatear	AUX-IMP.F,{``}Batam em mim.'',01-03,32,jama1261,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""PL"": ""plural"", ""AUX"": ""auxiliar"", ""IMP"": ""imperativo""}"
jama1261a-01-03-33,era ki onofa ama oni ati nematamonane,tera	kii	o-nofa	ama	o-ni	ati	na-himata-mona-ne,2PL.O	olhar	1SG.S-recentemente.F	SEC	1SG.S-ALT.F	dizer	AUX-PD.N.M-REP.M-ALT.M,"{``}Eu estava espiando vocês todo o tempo,'' ele disse.",01-03,33,jama1261,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""SG"": ""singular"", ""SEC"": ""verbo secund\u00e1rio"", ""ALT"": ""modo alternativo"", ""AUX"": ""auxiliar"", ""PD"": ""passado distante"", ""REP"": ""reportativo""}"
jama1261a-01-03-34,"e kosi hinehibona me wati hikane, me kosi hiwahematamonaka",me	kosi	hi-na-hibona	me	wati	hi-ka-ne	me	kosi	hi-waha-himata-mona-ka,3PL.S	chibatear	OC-AUX-INT.M	3PL.S	planejar_contra	OC-COMIT-AUX.M	3PL.S	chibatear	OC-mudança-PD.N.M-REP.M-DECL.M,"Eles queriam bater nele, e bateram nele.",01-03,34,jama1261,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""OC"": ""constru\u00e7\u00e3o `O'"", ""AUX"": ""auxiliar"", ""INT"": """", ""COMIT"": ""comitativo"", ""PD"": ""passado distante"", ""REP"": ""reportativo"", ""DECL"": ""declarativo""}"
jama1261a-01-03-35,"e hawa hinihematamonaka Bahi, fara fara me fanawiteba kanawanahari",me	hawa	hi-niha-himata-mona-ka	Bahi	fara	fara	me	fanawi-tee-ba	kanawana-haari,3PL.S	estar_terminado	OC-CAUS-PD.N.M-REP.M-DECL.M	Bahi(M)	mesmo.F	mesmo.F	3PL.O	mulher-HAB-FUT	ensinar-PI.T.M,"Eles tiraram Bahi da cabana, ele estava ensinando as moças.",01-03,35,jama1261,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""OC"": ""constru\u00e7\u00e3o `O'"", ""CAUS"": ""causativo"", ""PD"": ""passado distante"", ""REP"": ""reportativo"", ""DECL"": ""declarativo"", ""HAB"": ""habitual"", ""FUT"": ""futuro"", ""PI"": ""passado imediato""}"
jama1261a-01-03-36,"e kosi hine kakafori toematamonane yamata wara torahari, yamata kabarari, tafarari fare fare kokosi kafimiari",me	kosi	hi-ne	ka-ka-fori	to-ha-himata-mona-ne	yamata	wara	to-ra-haari	yamata	kaba-ra-haari	tafa-ra-haari	fare	fare	ko-kosi	ka-fimi-haari,3PL.S	chibatear	OC-AUX.M	DUP-COMIT-deitar_em_cima	INC-AUX-PD.N.M-REP.M-ALT.M	comida(F)	agarrar	INC-NEG-PI.T.M	comida(F)	comer-NEG-PI.T.M	comer-NEG-PI.T.M	mesmo.M	mesmo.M	DUP-chibatear	COMIT-estar_com_fome-PI.T.M,"Bateram nele, e ele ficou deitado em cima dos paus durante muito tempo, sem pegar comida, sem comer, porque tinham batido nele.",01-03,36,jama1261,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""OC"": ""constru\u00e7\u00e3o `O'"", ""AUX"": ""auxiliar"", ""DUP"": ""reduplica\u00e7\u00e3o"", ""COMIT"": ""comitativo"", ""INC"": ""incoativo"", ""PD"": ""passado distante"", ""REP"": ""reportativo"", ""ALT"": ""modo alternativo"", ""NEG"": ""negativo"", ""PI"": ""passado imediato""}"
jama1261a-01-03-37,isi na toematamona ahi,i-isi	na	to-ha-himata-mona	ahi,DUP-ser_pequeno.LIST	AUX	INC-AUX-PD.N.M-REP.M	então,Ele estava muito magro.,01-03,37,jama1261,jama1261a,WORD_ALIGNED,"{""DUP"": ""reduplica\u00e7\u00e3o"", ""LIST"": ""constru\u00e7\u00e3o de lista"", ""AUX"": ""auxiliar"", ""INC"": ""incoativo"", ""PD"": ""passado distante"", ""REP"": ""reportativo""}"
jama1261a-01-03-38,aya tatafama toematamonaka fahi,faya	ta-tafa-ma	to-ha-himata-mona-ka	fahi,então	DUP-comer-de_volta	INC-AUX-PD.N.M-REP.M-DECL.M	então,Então ele comeu.,01-03,38,jama1261,jama1261a,WORD_ALIGNED,"{""DUP"": ""reduplica\u00e7\u00e3o"", ""INC"": ""incoativo"", ""AUX"": ""auxiliar"", ""PD"": ""passado distante"", ""REP"": ""reportativo"", ""DECL"": ""declarativo""}"
jama1261a-01-03-39,aya bani tikaba,faya	bani	ti-kaba,então	animal(M)	2SG.S-comer,{``}Coma carne.'',01-03,39,jama1261,jama1261a,WORD_ALIGNED,"{""SG"": ""singular""}"
jama1261a-01-03-40,ba aba tikaba,aba	aba	ti-kaba,matrinxã(M)	matrinxã(M)	2SG.S-comer,{``}Coma matrinxã.'',01-03,40,jama1261,jama1261a,WORD_ALIGNED,"{""SG"": ""singular""}"
jama1261a-01-03-41,ba okobeba awa,aba	o-kaba-hiba	awa,matrinxã(M)	1SG.S-comer-FUT.M	parece.M,{``}Eu vou comer matrinxã.'',01-03,41,jama1261,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""FUT"": ""futuro""}"
jama1261a-01-03-42,"iba, otafaba owa awine o",hiba	o-tafa-haba	owa	awine	o,espere	1SG.S-comer-FUT.F	1SG.S	parece.F	1SG.S,"{``}Espere, vou comer.''",01-03,42,jama1261,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""FUT"": ""futuro""}"
jama1261a-01-03-43,"e tatama toemetemone me amani Bahi me Bahi me mari kana mati, me tama me yoro tokana mati",me	ta-tama	to-ha-hemete-mone	me	ama-ni	Bahi	me	Bahi	me	mari	ka-na	mati	me	tama	me	yoro	to-ka-na	mati,3PL.S	DUP-ser_muitos	INC-AUX-PD.N.F-REP.F	3PL.S	SEC-ALT.F	Bahi(M)	3PL	Bahi(M)	3PL.S	comer_em_festa	COMIT-AUX.F	3PL.S	3PL.S	ser_muitos.F	3PL.S	estar_juntos	INC-COMIT-AUX.F	3PL.S,"Tinha muita gente na festa do Bahi, todos juntos.",01-03,43,jama1261,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""DUP"": ""reduplica\u00e7\u00e3o"", ""INC"": ""incoativo"", ""AUX"": ""auxiliar"", ""PD"": ""passado distante"", ""REP"": ""reportativo"", ""SEC"": ""verbo secund\u00e1rio"", ""ALT"": ""modo alternativo"", ""COMIT"": ""comitativo""}"
jama1261a-01-03-44,ika me winateriya,hika	me	wina-tee-ri-ya,onde	3PL.S	morar-HAB-IPAR.F-agora,Onde eles moravam?,01-03,44,jama1261,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""HAB"": ""habitual"", ""IPAR"": ""interroga\u00e7\u00e3o parcial""}"
jama1261a-01-03-45,e tamatama raba na toaremetemoneni,me	tama-tama	raba	na	to-ha-ra-hemete-mone-ni,3PL.S	DUP-ser_muitos	um_pouco	AUX	INC-AUX-NEG-PD.N.F-REP.F-ALT.F,Tinha muita gente.,01-03,45,jama1261,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""DUP"": ""reduplica\u00e7\u00e3o"", ""AUX"": ""auxiliar"", ""INC"": ""incoativo"", ""NEG"": ""negativo"", ""PD"": ""passado distante"", ""REP"": ""reportativo"", ""ALT"": ""modo alternativo""}"
